,title,rating,date,categorie,comments,sentiment,aspect_opinion
1853,Heroin Polo shirts ,5,2019-05-30,Men’s fashion,"Good soft clothes as ordered The shop provides very good service, the price is good, the price is good, the transportation company is good service. The opportunity to buy again, of course.",Positive,clothes: good; clothes: Good soft; service: good; price: good; price: good
1854,Heroin Polo shirts ,5,2019-06-06,Men’s fashion,"The quality is very good, the fabric will be stretched at all, the color does not fall, but can be sewn to fit and look good. Ordering to buy, measure, wait and order 1-2 inches, because the fabric is not stretched, will be comfortable to wear.",Positive,quality: good
1855,Heroin Polo shirts ,5,2019-02-14,Men’s fashion,The fabric is very good.,Positive,fabric: good
1856,Heroin Polo shirts ,5,2018-11-14,Men’s fashion,"The quality of the product is very good. Good fabric, not thin or thick, good sewing according to the figure, very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.",Positive,quality: good; fabric: thick; fabric: not; fabric: Good; product: thick; sewing: good; delivery: fast; service: good; service: good
1857,Heroin Polo shirts ,5,2018-08-23,Men’s fashion,The quality of the product is very good. Very good value The speed of delivery is very good. Ordered yesterday. Today,Positive,quality: good; value: good; value: good; speed: good
1858,Heroin Polo shirts ,5,2019-04-04,Men’s fashion,"The fabric is very good. But the impression is that the owner of the service is very good, bought the wrong size to change to only 50 baht.",Positive,fabric: good; owner: good; size: wrong
1859,Heroin Polo shirts ,5,2019-08-19,Men’s fashion,"Fit, thick, not thick, suitable for beautiful Thailand, good work, good price Definitely come back to buy again The pack is not good, can accept it because I like it.",Positive,product: thick; product: thick; product: suitable; pack: not good
1860,Heroin Polo shirts ,5,2019-06-03,Men’s fashion,"Cute merchant Very good fabric, soft, comfortable",Positive,merchant: Cute soft comfortable; product: good
1861,Heroin Polo shirts ,5,2019-02-08,Men’s fashion,"Shop, customer service is very good. Reply to chat forever. Buy with this store. Heroin.Official Definitely not disappointed Good quality products are very worthwhile. There is a chance to subsidize again.",Positive,service: good; quality: Good; products: worthwhile; products: disappointed
1862,Heroin Polo shirts ,5,2019-08-11,Men’s fashion,"The products are of very good quality, suitable for the price. Worth having Packed in a good box The service from the transportation is very good and very fast.",Positive,product: Worth; service: good
1863,Heroin Polo shirts ,5,2019-06-08,Men’s fashion,Very fast delivery. One day get the product at all Very good value The quality of the product is very good. The fabric is not thick but looks comfortable.,Positive,delivery: fast; quality: good; fabric: not thick
1864,Heroin Polo shirts ,5,2018-09-25,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
1865,Heroin Polo shirts ,5,2018-09-12,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
1866,Heroin Polo shirts ,5,2019-05-12,Men’s fashion,"Good product with good quality, good quality product, good quality product. Good product, good quality product, good quality product, good quality product, good product, good product quality, good product quality, good product quality, quality 😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄",Positive,product: Good; quality: good; quality: good; quality: good; quality: good; quality: good; product: good; product: good
1867,Heroin Polo shirts ,4,2019-07-02,Men’s fashion,"M number, please deduct 1 star in the neck, inside, there is a float inside and middle of the body",Positive,
1868,Heroin Polo shirts ,5,2018-12-25,Men’s fashion,"Nice fabric, sewing shirt, good size, fit",Positive,size: good
1869,Heroin Polo shirts ,5,2018-10-24,Men’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
1870,Heroin Polo shirts ,5,2019-05-29,Men’s fashion,"Very good value, good clothes, good sewing, beautiful fit",Positive,value: good; clothes: good; fit: good beautiful
1871,Heroin Polo shirts ,5,2018-11-13,Men’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
1872,Heroin Polo shirts ,5,2018-10-17,Men’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
1873,Heroin Polo shirts ,5,2018-10-17,Men’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
1874,Heroin Polo shirts ,5,2018-10-17,Men’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
1875,Heroin Polo shirts ,5,2019-02-22,Men’s fashion,"Hundreds of quality prices, hundreds of waiting for what to order.",Neutral,
1876,Heroin Polo shirts ,5,2018-10-11,Men’s fashion,Very good value Very fast delivery. The quality of the product is very good.,Positive,delivery: fast; quality: good
1877,Heroin Polo shirts ,4,2019-01-24,Men’s fashion,"Overall ok, but in the neck collar above the buttons, there is a fine line of cloth that does not protrude properly. Must cut a little",Neutral,
1878,Heroin Polo shirts ,4,2019-08-13,Men’s fashion,"Good shipping But the product is a bit slow, not knowing that it is the transportation or the shop, the product is good overall Exactly as ordered ....",Positive,shipping: Good; product: slow; product: good
1879,Heroin Polo shirts ,5,2019-03-13,Men’s fashion,"Send very fast, one day get it.",Neutral,
1880,Heroin Polo shirts ,5,2019-05-14,Men’s fashion,The clothes are pretty good.,Positive,clothes: good
1881,Heroin Polo shirts ,5,2019-08-02,Men’s fashion,Good quality over price,Positive,quality: Good
1882,Heroin Polo shirts ,5,2018-09-01,Men’s fashion,The quality of the product is very good.,Positive,quality: good
1883,Heroin Polo shirts ,5,2018-09-01,Men’s fashion,The quality of the product is very good.,Positive,quality: good
1884,Heroin Polo shirts ,5,2019-03-16,Men’s fashion,Send quality wipers 👍,Neutral,
1885,Heroin Polo shirts ,5,2018-12-14,Men’s fashion,"Very good, organize promotions frequently.",Positive,promotions: good
1886,Heroin Polo shirts ,4,2019-04-15,Men’s fashion,"The shirt is a little small. When compared to the shirt side, other stores should order 1 site.",Neutral,shirt: small; product: little; stores: other
1887,Heroin Polo shirts ,5,2018-11-22,Men’s fashion,Good product delivered,Positive,product: Good
1888,Heroin Polo shirts ,5,2019-06-13,Men’s fashion,Products that get exactly the right specification,Neutral,specification: right
1889,Heroin Polo shirts ,5,2019-08-19,Men’s fashion,good,Positive,product: good
1890,Heroin Polo shirts ,5,2018-11-14,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
1891,Heroin Polo shirts ,4,2019-03-13,Men’s fashion,The product quality is very good but not sent directly to the order.,Positive,quality: good
1892,Heroin Polo shirts ,5,2019-01-31,Men’s fashion,"Beautiful shirt, good fabric, great value The shop delivered a single day to The first time sent the wrong size, but it was delivered quickly. While also returning the wrong shirt This shop is recommended.",Positive,value: good great; day: single; size: wrong; shirt: wrong
1893,Heroin Polo shirts ,5,2019-05-13,Men’s fashion,"The quality is ok. The fabric is reasonably good. Not thick. Go out some way. Stretchy style fabric is fit, but smaller than expected. 1 site must be moved.",Positive,quality: ok; fabric: good; product: thick; style: Stretchy; fabric: fit; product: smaller
1894,Heroin Polo shirts ,4,2019-06-16,Men’s fashion,"Good product, good quality fabric, very fast delivery.",Positive,quality: good; delivery: fast
1895,Heroin Polo shirts ,5,2018-10-10,Men’s fashion,Very good value The quality of the product is very good. Very fast delivery.,Positive,value: good; quality: good; delivery: fast
1896,Heroin Polo shirts ,5,2019-01-08,Men’s fashion,Very good quality fabric Order 2 each,Positive,fabric: good
1897,Heroin Polo shirts ,5,2019-06-16,Men’s fashion,"Bought many, then included, probably 5-6, very good quality for this price But there are a few flaws in the fabric of each lot.",Positive,quality: good
1898,Heroin Polo shirts ,5,2018-09-13,Men’s fashion,The quality of the product is very good.,Positive,quality: good
1899,Heroin Polo shirts ,5,2019-05-26,Men’s fashion,A little small,Neutral,product: little; product: small
1900,Heroin Polo shirts ,5,2019-05-31,Men’s fashion,"High quality Polo, made from top grade fabrics. Customers can be assured of quality polo shirts. Produce every step specially for you especially",Positive,quality: High; grade: top
1901,Heroin Polo shirts ,3,2019-05-24,Men’s fashion,Sent the wrong version,Negative,version: wrong
1902,Heroin Polo shirts ,5,2019-06-13,Men’s fashion,The work is very good.,Positive,work: good
1903,Heroin Polo shirts ,5,2019-02-11,Men’s fashion,"Good product, good quality, good fabric, put in shape, not look fat, bulky, fast delivery To be subsidized again, good product, good quality, good fabric, put in shape, not look fat, bulky, fast delivery To subsidize again",Positive,fabric: good; delivery: fat bulky fast; fabric: good; delivery: fat bulky fast
1904,Heroin Polo shirts ,5,2018-08-31,Men’s fashion,Very good value,Positive,value: good
1905,Heroin Polo shirts ,5,2019-05-30,Men’s fashion,"Yesterday's order Today, the delivery is very sensitive.",Neutral,delivery: sensitive
1906,Heroin Polo shirts ,5,2019-08-17,Men’s fashion,Beautiful shirt,Positive,shirt: Beautiful
1907,Heroin Polo shirts ,5,2019-07-17,Men’s fashion,Good,Positive,product: Good
1908,Heroin Polo shirts ,5,2019-02-02,Men’s fashion,"Very good, very good, very good, very good, very good, very good Very good, very good, very good, very good, very good, very good, very good",Positive,product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good
1909,Heroin Polo shirts ,5,2019-08-09,Men’s fashion,"Soft fabric, comfortable to wear. Value for money. Thick, strong buttons The shirt site is too large, 1 inch from the notification area. Overall, it is considered very good.",Positive,fabric: Soft comfortable; buttons: Thick strong
1910,Heroin Polo shirts ,5,2019-05-23,Men’s fashion,The shirt is very beautiful. Like fabric quality is good. Compared to value Considered worth Overall is considered valid. But sent a little late There is a chance to subsidize again.,Positive,shirt: beautiful; quality: good
1911,Heroin Polo shirts ,5,2019-05-29,Men’s fashion,"Good fabric, comfortable to wear, fast delivery",Positive,fabric: Good comfortable; delivery: fast
1912,Heroin Polo shirts ,5,2018-09-26,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good.,Positive,quality: good; delivery: fast; service: good
1913,Heroin Polo shirts ,5,2018-09-26,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good.,Positive,quality: good; delivery: fast; service: good
1914,Heroin Polo shirts ,5,2019-03-06,Men’s fashion,Come back to buy the second time Bargain beyond it's price,Positive,time: second
1915,Heroin Polo shirts ,5,2019-06-01,Men’s fashion,"Pretty, that's where the order is very good.",Positive,order: good
1916,Heroin Polo shirts ,5,2018-09-12,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good.,Positive,quality: good; delivery: fast; service: good
1917,Heroin Polo shirts ,5,2019-06-07,Men’s fashion,"The shirt is very beautiful. The quality of the fabric is very good. Great value. This shop is subsidized. Buy many, put yourself in the family.",Positive,shirt: beautiful; quality: good; value: Great
1918,Heroin Polo shirts ,4,2019-03-16,Men’s fashion,"I am tall 185, ordered at first, size S, but can't put on because the length of the shirt is very short. I would like to change to M size instead of the shop, then change and also answer the chat quite quickly. Broken 1 star because the fabric is hard, not as soft as the yellow version Like the yellow version of the fabric",Positive,product: tall; size: first; length: short; fabric: hard soft
1919,Heroin Polo shirts ,5,2019-06-09,Men’s fashion,Good product delivery Quality is suitable for the price But like a little hard fabric Have to wait and try to see what it will be,Positive,delivery: Good; fabric: little hard
1920,Heroin Polo shirts ,5,2018-11-14,Men’s fashion,Very good value,Positive,value: good
1921,Heroin Polo shirts ,5,2019-06-04,Men’s fashion,"Good product, not thick fabric, not thin, buy for 2 fans, quality ok",Positive,product: not; product: Good; fabric: thin; fabric: thick; buy: thin
1922,Heroin Polo shirts ,5,2019-05-28,Men’s fashion,"The products are of very good quality, suitable for the price. Worth having Very good package packing The service from the transportation is very good and fast.",Positive,package: good
1923,Heroin Polo shirts ,4,2019-04-08,Men’s fashion,Short sleeves,Neutral,sleeves: Short
1924,Heroin Polo shirts ,5,2019-05-23,Men’s fashion,"Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good",Positive,product: Good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: Good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: Good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: Good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; product: good; good: good
1925,Heroin Polo shirts ,5,2019-06-29,Men’s fashion,The delivery is very fast. Good quality beyond price,Positive,delivery: fast; quality: Good
1926,Heroin Polo shirts ,4,2019-03-08,Men’s fashion,"Good product quality, good value, fast delivery. Providing services from good stores, providing services from good shipping companies, deducting 1 point due to Not complete delivery, but sent Follow later.",Positive,product: Good; delivery: fast
1927,Heroin Polo shirts ,1,2019-04-05,Men’s fashion,Very good product quality Delivery from the store Very fast Providing services from very good transportation companies .............,Positive,Delivery: good
1928,Heroin Polo shirts ,5,2019-07-09,Men’s fashion,"Soft fabric, good looking, good work, good fabric, soft, good looking, good work, good work, soft fabric, good looking, good work, good work, soft fabric, good looking, good work, good work",Positive,fabric: Soft good; work: good; fabric: soft; fabric: good soft good; work: good
1929,Heroin Polo shirts ,5,2018-08-27,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
1930,Heroin Polo shirts ,5,2019-04-08,Men’s fashion,"Good quality sewing products Very fast delivery, one day receive the goods.",Positive,quality: Good; delivery: fast
1931,Heroin Polo shirts ,5,2018-12-03,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
1932,Heroin Polo shirts ,5,2019-08-06,Men’s fashion,"Have rushed the product Great, no flaws, complete product. Have rushed the product Great, no flaws, complete product. Have rushed the product Great, no flaws, complete product. Have rushed the product Great, no flaws, complete product. Have rushed the product Great, no flaws, complete product.",Positive,product: Great; product: Great; product: Great; product: Great; product: Great
1933,Heroin Polo shirts ,5,2019-06-07,Men’s fashion,Very fast delivery. Very beautiful shirt. Beautiful shape. Very nice texture fabric.,Positive,delivery: fast; shirt: beautiful; shape: Beautiful; fabric: nice
1934,Heroin Polo shirts ,4,2018-09-25,Men’s fashion,Good value,Positive,value: Good
1935,Heroin Polo shirts ,5,2019-06-29,Men’s fashion,"Caution The most stretched leather label, fit, not uncomfortable, gold label, stretched in the middle, fit, enough, bad money label, stretched, should choose bigger than normal size, very tight steel label, should choose bigger than normal size.",Positive,label: stretched; product: middle; label: enough bad; label: tight
1936,Heroin Polo shirts ,5,2019-07-02,Men’s fashion,The fabric is very good. Sent the sine wrong but the shop is responsible for changing Send the delivery fee as well But it doesn't matter,Positive,fabric: good; shop: responsible
1937,Heroin Polo shirts ,5,2019-05-27,Men’s fashion,Can't order and can't put The shop was happy to change. The product is great.,Positive,shop: happy; product: great
1938,Heroin Polo shirts ,3,2019-06-06,Men’s fashion,"You picture the product well. But when wearing it, it feels that the waist is floating like a shirt.",Positive,
1939,Heroin Polo shirts ,5,2019-08-23,Men’s fashion,"Fast delivery, thick fabric Get a clear stock price worth",Positive,delivery: Fast; fabric: worth; fabric: thick; price: clear
1940,Heroin Polo shirts ,5,2019-07-05,Men’s fashion,"Good product, quality, affordable price, have a lot to choose from, fast delivery, good service, good service The more you order during the promotion, the more worthwhile. Ordered several times Because the product looks good with quality This is considered worthwhile. To order often",Positive,product: Good; price: affordable; delivery: fast; product: good
1941,Heroin Polo shirts ,4,2018-11-12,Men’s fashion,Good product quality,Positive,quality: Good
1942,Heroin Polo shirts ,4,2019-08-10,Men’s fashion,Very satisfied. Reeds,Positive,product: satisfied
1943,Heroin Polo shirts ,5,2018-10-03,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
1944,Heroin Polo shirts ,5,2019-02-13,Men’s fashion,"Soft fabric, great value",Positive,value: great
1945,Heroin Polo shirts ,5,2019-03-15,Men’s fashion,The fabric is very good. Shirt 200 ฿. Fabric as much as 5-6 hundred.,Positive,fabric: good
1946,Heroin Polo shirts ,3,2019-04-10,Men’s fashion,"Very fit shirt, fit to fit. Who would recommend to measure the body size well? I ordered the size m very tight. Normal.",Positive,product: fit; product: fit; product: tight; product: Normal
1947,Heroin Polo shirts ,5,2019-02-28,Men’s fashion,Hi,Neutral,
1948,Heroin Polo shirts ,5,2018-11-17,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
1949,Heroin Polo shirts ,5,2018-11-17,Men’s fashion,Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good. The quality of the product is very good.,Positive,delivery: fast; service: good; service: good; quality: good
1950,Heroin Polo shirts ,5,2019-05-31,Men’s fashion,"Fabric is better than general polo shirts, comfortable to wear, fast delivery.",Positive,Fabric: better; shirts: general polo; product: comfortable; delivery: fast
1951,Heroin Polo shirts ,5,2018-11-28,Men’s fashion,Very fast delivery. Very good value,Positive,delivery: fast; value: good
1952,Heroin Polo shirts ,5,2019-03-26,Men’s fashion,"Good fabric, beautiful overall, great value",Positive,fabric: Good; value: beautiful overall great
1953,Heroin Polo shirts ,5,2018-10-12,Men’s fashion,Good product quality Good delivery speed Good value,Positive,product: Good; delivery: Good; value: Good
1954,Heroin Polo shirts ,5,2019-02-26,Men’s fashion,Very fast,Neutral,
1955,Heroin Polo shirts ,5,2018-11-10,Men’s fashion,The quality of the product is very good.,Positive,quality: good
1956,Heroin Polo shirts ,5,2019-08-22,Men’s fashion,The quality is very good. The value is very good. The speed of delivery is very good.,Positive,quality: good; value: good; speed: good
1957,Heroin Polo shirts ,5,2019-03-04,Men’s fashion,Very beautiful,Positive,product: beautiful
1958,Heroin Polo shirts ,5,2018-12-14,Men’s fashion,A little narrow shoulder But the quality is very good 👍🏻,Positive,shoulder: little narrow; quality: good
1959,Heroin Polo shirts ,5,2019-01-30,Men’s fashion,Most beautiful,Positive,product: beautiful
1960,Heroin Polo shirts ,5,2018-11-24,Men’s fashion,The quality of the product is very good. Very good value The quality of the product is very good. Very fast delivery. The service from the shop is very good. The service from the shop is very good.,Positive,quality: good; value: good; quality: good; delivery: fast; service: good; service: good
1961,Heroin Polo shirts ,5,2019-02-06,Men’s fashion,Fast delivery Value products,Positive,delivery: Fast
1962,Heroin Polo shirts ,3,2019-03-13,Men’s fashion,The arms are a little short.,Neutral,arms: short; product: little
1963,Heroin Polo shirts ,5,2019-05-07,Men’s fashion,Very beautiful shirt,Positive,shirt: beautiful
1964,Heroin Polo shirts ,5,2018-09-05,Men’s fashion,"Like a lot, good size fabric, looking for a long time, perfect, buy more, of course But want many colors to choose from This size is about. Thank you.",Positive,size: good; fabric: more; colors: many
1965,Heroin Polo shirts ,5,2018-09-13,Men’s fashion,Very good value The quality of the product is very good. Very fast delivery.,Positive,value: good; quality: good; delivery: fast
1966,Heroin Polo shirts ,5,2019-04-11,Men’s fashion,Are you right?,Neutral,product: right
1967,Heroin Polo shirts ,4,2019-07-04,Men’s fashion,Would be better if there are many colors to choose from,Positive,
1968,Heroin Polo shirts ,5,2018-11-18,Men’s fashion,Good service shop 👍🏼,Positive,shop: Good
1969,Heroin Polo shirts ,5,2018-09-26,Men’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
1970,Heroin Polo shirts ,5,2018-09-26,Men’s fashion,Very good value Very good value,Positive,value: good; value: good
1971,Heroin Polo shirts ,5,2019-06-07,Men’s fashion,"Very good quality shirt Comfortable to wear, very good fabric. Importantly, the shop is very good. Fast delivery Buy at a discount price",Positive,shirt: good; fabric: good; shop: good; delivery: Fast
1972,Heroin Polo shirts ,5,2018-09-30,Men’s fashion,"Comfortable wear, good fabric, not very thick, comfortable",Positive,fabric: good thick
1973,Heroin Polo shirts ,5,2019-02-06,Men’s fashion,Good cloth,Positive,cloth: Good
1974,Heroin Polo shirts ,3,2019-02-13,Men’s fashion,"Bought, forgot to try, put it once",Neutral,
1975,Heroin Polo shirts ,5,2018-11-22,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good.,Positive,quality: good; delivery: fast; service: good
1976,Heroin Polo shirts ,3,2019-07-10,Men’s fashion,Get good items quickly.,Positive,items: good
1977,Heroin Polo shirts ,5,2018-10-30,Men’s fashion,Very good value Very fast delivery. The service from the shop is very good.,Positive,delivery: fast; service: good
1978,Heroin Polo shirts ,5,2019-06-22,Men’s fashion,"Beautiful shirts like to be in good shape, put on, handsome !!!",Positive,shirts: Beautiful
1979,Heroin Polo shirts ,5,2018-11-22,Men’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
1980,Heroin Polo shirts ,5,2019-02-07,Men’s fashion,The arms are a little short. All else is good,Positive,arms: short; product: little
1981,Heroin Polo shirts ,5,2019-07-09,Men’s fashion,"Fast delivery, nice shirt, very good fabric",Positive,shirt: nice
1982,Heroin Polo shirts ,5,2018-11-23,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
1983,Heroin Polo shirts ,4,2019-06-01,Men’s fashion,Price,Neutral,
1984,Heroin Polo shirts ,5,2019-07-27,Men’s fashion,"Very good fabric, not hot",Positive,fabric: not; fabric: good; product: hot
1985,Heroin Polo shirts ,5,2019-04-05,Men’s fashion,Very good fabric,Positive,fabric: good
1986,Heroin Polo shirts ,5,2019-06-01,Men’s fashion,Comfortable fabric The shirt is worn and looks good. Very fast delivery,Positive,fabric: Comfortable; shirt: worn; delivery: fast
1987,Heroin Polo shirts ,5,2019-02-20,Men’s fashion,Very good fabric,Positive,fabric: good
1988,Heroin Polo shirts ,5,2019-08-01,Men’s fashion,"Nice fabric, beautiful shirt, compared to expensive brands.",Positive,shirt: Nice beautiful
1989,Heroin Polo shirts ,5,2018-11-09,Men’s fashion,Very good value Very good value Very good value The quality of the product is very good. The quality of the product is very good.,Positive,value: good; value: good; value: good; quality: good; quality: good
1990,Heroin Polo shirts ,5,2019-01-08,Men’s fashion,"Very good product, fast delivery, beautiful shirt, give 5 stars to go.",Positive,delivery: fast; shirt: beautiful
1991,Heroin Polo shirts ,5,2019-05-28,Men’s fashion,"Very good fabric, thick fabric, not thin, comfortable to wear, good quality, over price",Positive,fabric: not; fabric: good thick; product: thin; product: comfortable; quality: good
1992,Heroin Polo shirts ,5,2018-10-10,Men’s fashion,Very good value,Positive,value: good
1993,Heroin Polo shirts ,5,2019-07-31,Men’s fashion,"Straight fabric, good stretch, comfortable to wear",Positive,stretch: Straight good comfortable
1994,Heroin Polo shirts ,5,2018-10-05,Men’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
1995,Heroin Polo shirts ,5,2018-09-27,Men’s fashion,Very good value,Positive,value: good
1996,Heroin Polo shirts ,5,2018-09-01,Men’s fashion,"Continue to order but in this More convenient to buy outside. :) Like this brand already, with good fabric, comfortable, not hot. The quality of the product is very good.",Positive,fabric: not; fabric: good comfortable; quality: good
1997,Heroin Polo shirts ,5,2018-11-15,Men’s fashion,The quality of the product is very good.,Positive,quality: good
1998,Heroin Polo shirts ,4,2019-08-06,Men’s fashion,Should have other colors too,Neutral,colors: other
1999,Heroin Polo shirts ,4,2019-06-07,Men’s fashion,The fabric does not stretch. Order time must be according to the size shown by the shop under the product I can't order it.,Neutral,fabric: not
2000,Heroin Polo shirts ,4,2019-06-08,Men’s fashion,The shirt is fit to fit the normal L size order. Other stores are bigger. Some sidecloths are comfortable to wear. Very fast delivery Overall considered ok Suitable for the price ..,Positive,shirt: fit; order: normal; stores: bigger; stores: Other; sidecloths: comfortable; delivery: fast
2001,Heroin Polo shirts ,5,2019-04-18,Men’s fashion,"Very beautiful, very nice fabric.",Positive,fabric: beautiful nice
2002,Heroin Polo shirts ,5,2019-06-14,Men’s fashion,The product quality is very good. Ordered 3 rounds.,Positive,quality: good
2003,Heroin Polo shirts ,5,2018-10-12,Men’s fashion,Very fast delivery.,Neutral,delivery: fast
2004,Heroin Polo shirts ,5,2018-08-24,Men’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
2005,Heroin Polo shirts ,4,2019-02-24,Men’s fashion,The size of the sleeve is a little short. Making it put on and pulling under the arm when lifting arms,Neutral,size: short; product: little
2006,Heroin Polo shirts ,5,2018-11-04,Men’s fashion,The quality of the product is very good.,Positive,quality: good
2007,Heroin Polo shirts ,5,2019-06-28,Men’s fashion,"The fabric is very good, worth it.",Positive,fabric: good
2008,Heroin Polo shirts ,5,2018-09-27,Men’s fashion,The quality of the product is very good.,Positive,quality: good
2009,Heroin Polo shirts ,5,2019-08-15,Men’s fashion,Very beautiful,Positive,product: beautiful
2010,Heroin Polo shirts ,5,2019-05-30,Men’s fashion,The fabric is very good. Of course.,Positive,fabric: good
2011,Heroin Polo shirts ,4,2019-04-20,Men’s fashion,Order silver and gold embroidery But the fabric is not the same But overall it's worth the price,Positive,fabric: not same
2012,Heroin Polo shirts ,4,2018-09-10,Men’s fashion,Good product quality Good delivery speed Providing services from good transport companies,Positive,product: Good; delivery: Good
2013,Heroin Polo shirts ,5,2019-05-07,Men’s fashion,The fabric is very good value.,Positive,
2014,Heroin Polo shirts ,5,2019-06-29,Men’s fashion,The fabric is very good.,Positive,fabric: good
2015,Heroin Polo shirts ,4,2019-04-04,Men’s fashion,"Nice shirt, nice fabric",Positive,fabric: nice
2016,Heroin Polo shirts ,4,2018-10-31,Men’s fashion,Good product quality,Positive,quality: Good
2017,Heroin Polo shirts ,4,2018-11-26,Men’s fashion,Good product quality,Positive,quality: Good
2018,Borderless panty,5,2019-08-24,Women’s fashion,"The quality of the product is very good. The fabric is soft, smooth, very comfortable, with no edges to hurt the buttocks at all. Ordered for the 2nd time already. 😊☺️",Positive,quality: good; fabric: smooth comfortable; product: soft
2019,Borderless panty,5,2019-08-05,Women’s fashion,"Received 12 pants, cheap, good use, free delivery code, save shipping cost Plus fast delivery as well Good quality products",Positive,use: cheap good; delivery: free; quality: Good
2020,Borderless panty,5,2019-08-20,Women’s fashion,All fine fabrics are pretty. Ordered many. All beautiful. Price is not expensive. There is a chance to order again. 😃😃😃😃👍👍👍👍👍👍👍,Positive,fabrics: pretty; fabrics: fine; product: beautiful; Price: not expensive
2021,Borderless panty,4,2019-08-13,Women’s fashion,"The product is good, the cover is cheap, but the fabric does not stretch as it should. The fabric when wearing is not soft and flexible. The product is good. The cover is cheap but the fabric does not stretch as expected The fabric when wearing is not soft and flexible. The product is good. The cover is cheap but the fabric does not stretch as expected The wear time is not soft and flexible.",Positive,product: good; cover: cheap; fabric: not; fabric: not soft; product: flexible; product: good; cover: cheap; fabric: not; fabric: not soft; product: flexible; product: good; cover: cheap; fabric: not; time: not soft; product: flexible
2022,Borderless panty,5,2019-06-20,Women’s fashion,"Pack products are well received. Price is suitable for quality, not expensive. Stores deliver fast, waiting for products not long. Good manners. 💓💓",Negative,Price: suitable expensive; manners: Good
2023,Borderless panty,5,2019-07-01,Women’s fashion,Receive the product exactly as ordered No defective products Complete product condition. Works well. No problem. Fast delivery.,Negative,products: defective; delivery: Fast
2024,Borderless panty,5,2019-07-26,Women’s fashion,"Order special promotions Product, economical, convenient, good, product is very sensitive Would like to organize promotions often to reduce the price a lot",Positive,product: sensitive; product: economical convenient good
2025,Borderless panty,5,2019-07-27,Women’s fashion,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  11 HOURS 20 MINUTES 21 SECONDSVISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,Positive,product: AVAILABLE; product: MORE
2026,Borderless panty,5,2019-08-22,Women’s fashion,"Send the pack quickly, DHL is very good. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😊",Positive,
